0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9375	0.9375	0.9375	0.9375	0.9375	4.6875	0.9375	0.9375	1.91667	1.91667	1.91667	1.91667	1.91667	8	2.85417	4.04167	0	0	0	0	0	0	0	0	0.958333	0.958333	0.958333	0.958333	4.66667	0.958333	0.958333	0.958333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.54167	1	1.22917	4.375	1	1.125	1	1	0.958333	0.958333	0.958333	0.958333	0.958333	0.958333	3.39583	3.33333	0	0	0	0	0	0	0	0	54.1042	100.208	136.062	75.125	64.0208	55.6667	47.2708	46.3333	89.0833	171.375	80.625	51.9375	47.4167	46.375	46.875	54.4583	2.89583	9.9375	3.83333	3.10417	6.5625	2.89583	3.02083	2.89583	2.875	2.875	6.27083	10.875	3.9375	2.875	2.875	2.875	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.57225	4.87861	4	4.65318	3.9422	5.91908	8.84971	5.0289	0	0	0	0	0	0	0	0	1.45665	2.08092	1.33526	2.05202	2.12139	1.12139	1.08092	2.08671	1.30058	0.260116	0.260116	0.260116	0.260116	0.260116	0.260116	0.260116	67.815	63.2717	106.775	65.7746	62.1618	61.5954	88.5723	61.1618	0	0	0	0	0	0	0	0	1.6185	1.85549	1.76301	3.04624	3.47977	1.7341	4.56647	1.81503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.83815	3.3237	6.53757	4.08671	3.57803	3.86127	4.01734	2.4104	0.260116	0.260116	0.260116	0.260116	0.260116	0.260116	1.30058	0.260116	0.537572	1.47399	0.653179	0.774566	1.55491	0.537572	0.537572	0.537572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
54.5818	57.4	73.7818	70.6727	69.4909	97.8182	77.6182	56.0182	44.4	43.9818	45.8545	60.8182	127.764	74.9818	41.9273	42.2182	2.52727	1.67273	2.52727	4.29091	1.67273	1.67273	4.94545	1.67273	2.18182	4.12727	2.98182	1.69091	1.69091	1.76364	1.69091	4.96364	55.6182	63.5818	65.9818	75.1636	86.5273	101.309	93.5818	63.9091	49.9636	50.6727	47.4909	64.3091	157.527	78.6545	51.7636	53.3273	3.49091	3.4	9.54545	4.32727	3.85455	3.63636	6.65455	6.32727	9.05455	6.16364	10.7455	5.43636	6.47273	5.34545	4.23636	5.67273	59.4182	62.0364	81.9273	78.2	95.4364	65.2	65.2182	66.6545	53.8364	50.1818	49.1273	80.4545	149.709	92.0182	53.7455	51.0545	14.2182	13.9455	14.2727	15.6727	29.5455	14.5455	15.7091	11.1455	8.81818	2.58182	2.58182	2.58182	3.21818	3.58182	3.16364	5.67273	56.7273	45	78.1273	54.1091	52.7636	71.6	68.0364	50.9091	52.7273	52.0182	57.7636	82.4909	141.673	83.6364	60.2364	55	13.4909	16.7636	13.8	19.2545	38.7273	29.5636	23.4182	14.4364	0	0	0	0	0	0	0	0	
44.04	41.32	61.18	140.04	49.96	42.84	47.54	70.18	44	48.22	73.22	104.12	49.2	42.38	57.56	88.32	58.34	47.8	53.92	72.7	50.72	48.34	71.8	144.22	45.3	39.08	41.26	43.6	41.46	43.38	58.38	137	48.32	50.84	59.62	116.7	52.82	48.6	63.2	88.74	59.5	47.22	50.14	59.52	46.78	48.72	61.4	198.94	52	53.38	52.34	61.28	53.64	52.56	69.18	189.68	51.86	45.26	62.28	108.1	59.1	52.8	57.56	81.1	64.1	46.08	50.9	65.5	54.08	46	70.4	169.1	55.86	49.2	56.42	74.56	47.88	46.2	62.54	167.84	60.18	50.78	58.64	141.58	56.74	44.54	52.38	75.94	46.78	46.14	57.26	128.86	64.3	49.94	61.48	73.5	58.68	43.96	53.14	74.4	41.32	42.82	53.2	124.62	53.28	46.38	60.6	142.4	52.84	45.14	53.52	91.88	57.72	46.54	57.9	132.86	55.82	47.18	55.9	95.02	50.32	42.7	53.3	118.3	60.68	45.94	46.3	88.16	
57.1282	71.4872	80.2564	70.6667	87.7949	62.3846	59.8718	49.1282	13.2051	12.9744	11.5641	17.7179	23.9487	17.0769	16.0513	11.8718	40.1538	16.2821	16.3333	15.8718	17.2051	15.7949	26.9487	21.8718	3.5641	10.8974	6.74359	3.5641	3.5641	3.5641	8.41026	3.5641	57.1026	61.1538	54.9487	57.3846	80.1282	108.333	99.1282	64.1538	47.3846	52.9487	51.4615	55.7179	64.1026	115.718	107.718	54.1795	81.3077	67.9487	55.0769	69.1026	47.9487	78.2821	109.179	59.5385	2.33333	2.33333	6.94872	2.33333	2.33333	2.33333	4.05128	6.25641	67.8974	74.8205	64.6923	52.4103	71.7949	102.821	68.0513	73.1538	63.5641	62.1282	58.359	60.8462	73.1795	116.487	112.462	65.7436	63.2308	53.6154	56.8205	48.4872	65.2564	126.205	116.026	64.359	56.3077	47.4359	48.8205	48.1795	53.3077	106.436	126.077	62.3846	58.2821	77.1282	93.8974	60.7179	62.7949	64.7949	61.0769	61.0769	73.5128	91.7692	87.6154	72.6667	53.5128	69.7179	61.1282	58.5385	78.1026	67.5897	63.641	64.359	63.5641	113.949	74.5641	53.6154	62.8205	64.2564	67.2308	63.9744	64.4615	79.1538	83.6667	54.8718	
76.3462	69.0769	86.2692	56.0385	59.8077	65	91.8846	75.2692	70.6923	60.3077	99.6538	63.7308	56.3077	82.6154	83.1538	60.0769	65.9615	70	113.154	91.9231	58.3462	57.9615	76.3077	76.1154	53.5	82.6154	80.5	45.7692	54.3462	46.6923	68.2692	54.9615	50.6923	79	177.808	62.7692	51.4231	48.5769	50.9615	45.0385	50.4231	66.3846	167.731	87.8077	51.3077	51.3077	59	59.0769	45.8077	51.0769	168.615	70.5385	43.3462	47.1154	48.5769	41.4615	64.1923	67.0385	164.385	73.9615	47.5385	48.5769	56.5	46.6154	20.0385	20.5	26.5769	28.3077	40.8462	34.3846	34.6538	21.3846	11.7692	5.38462	7.26923	5.38462	5.46154	7.5	17.1154	7.65385	12.3846	7.76923	13.8846	14.7692	10.3462	9.38462	14.6538	7.23077	1.76923	1.76923	1.76923	1.76923	1.76923	1.76923	8.61538	1.76923	46.6538	44.5	76.7308	57.8077	57.1538	78.4231	129.385	51	43.7308	36.7308	53.3846	36.5385	48.8462	62.8846	78.0385	56.3077	7.19231	7.23077	12.4231	15.8077	20.2692	15.1923	7.30769	7.19231	0	0	0	0	0	0	0	0	
58.3529	48.4118	59	66.2941	167.02	72.4902	60.6275	52.1961	5.7451	6.4902	10.0196	9.27451	10.7451	4.76471	8.15686	5.21569	7.09804	3.60784	5.92157	3.64706	7.07843	3.7451	9.31373	3.60784	8.86275	5.43137	3.70588	2.76471	2.76471	2.76471	4.90196	3.92157	53.6078	48.9608	54.7843	81.3137	163.804	64.3529	52.549	52.4314	29.1961	10.8824	11.549	10.2745	20.7647	16	11.8824	15.1373	13.6471	10.2941	9.19608	15.0784	22.0392	10.2353	8.21569	13.3137	2.31373	2.7451	2.4902	0.921569	0.921569	0.921569	1.56863	0.921569	56.4118	49.1961	59.1569	89.1765	173.569	54.3922	50.1176	48.4314	16.0588	11.9216	12.1176	11.1961	23.9608	10.6078	8.19608	8.84314	7.17647	6.13725	6.88235	8.70588	13.6667	4.54902	4.54902	6.56863	2.7451	2.7451	4.43137	2.7451	4.33333	5	7.4902	5.92157	0.882353	0.882353	0.882353	0.882353	0.882353	4.41176	0.882353	0.882353	1.78431	1.78431	1.78431	1.78431	4.07843	4.01961	5.31373	1.78431	5.27451	4.47059	4.47059	4.47059	11.5294	4.47059	11.4706	7.82353	4.41176	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	
74.0455	72.1818	52.2955	60.7955	94.4318	104.909	69.7273	83.7727	69.8409	57.1136	61.9318	69.8636	115.114	100.682	63.0909	66.25	81.5682	75.4091	79.0455	74.7273	95.75	78.1818	57.8409	59.5	112.841	114.818	74.9318	55.6818	56.7273	57.0909	53.2727	63.8182	111.818	61.3182	61.3636	63.6818	89.8864	85.6818	57.6591	60.3636	72.5227	62.2273	56.4091	61.8182	133.591	89.7273	70.1818	59.1364	58.0455	70.3409	60.7045	66.3409	124.341	113.795	63.5	56.3409	136.523	99.0682	60.7273	56.7955	62.4318	62.2727	55.3182	71.6364	121.227	80.1818	55.5455	68.5	69.0682	63.0909	57.9773	78.4318	69.2045	53.9773	57.3409	68.7955	152.386	84.5	58.9773	56.1818	69.4773	69.6818	52.2045	62.0909	76.7273	150.932	65.4091	62.8864	83.9545	86.3409	59.4091	58.3636	86.5682	91.7273	79.5	63.7045	128	75.6818	72.6364	72.6136	61.0227	54.9318	50.4773	75.8182	64.3636	56.3636	59.3864	90.6364	154.955	70.8409	56.1591	55.8182	78.2955	110.227	62.8864	66.9318	88.7955	72.7727	66.9773	63.0909	71.5	66.5682	57.8864	66.3864	121.932	96.1591	67.6591	62.1136	
53.1714	47.4	71.7429	52.4286	144.343	52.4571	52.2571	44.7714	54.5429	65.9714	89.0857	66.1143	68.2	63.0286	64.3714	58.0857	54.8	68.3429	78.9143	64.6857	58.9429	63.4857	80.8	55.7714	44.3714	41.6857	46.4	32.6286	43.8571	26.1429	53.7429	25.5714	56.2571	45.9143	54.7714	65.3143	171.543	64.7429	55.9143	46.8286	45.2286	93.4571	83.7143	56.8286	73.8571	41.4286	50.3429	43	52.8571	85.9429	104.857	49.1714	65.0286	66.6286	61.1429	55.3143	57.1429	70.7714	96.4857	56.4	47.7143	55.3429	55.1714	59.4	56.4857	45.7429	46.4857	56.5429	210.829	54.7143	45.7429	45.7429	25.9429	23	27.3429	26.9714	36.4	15.9429	21.0571	23.5714	17.0286	29.0571	20.3429	21.2	16.9714	11.8857	21.4857	12	33.3143	37.9714	29.4	23.7429	34.0857	23.9714	28.2	22	59.6286	44.5429	47.9429	64.6571	190.6	50.7714	44.5429	45.1143	8.4	5.25714	10.2571	5.62857	17.8857	6.65714	6.77143	5.25714	14.1714	14.1429	16.9714	10.4	13.0857	8.28571	11.5429	12.9429	2.62857	2.62857	2.62857	2.62857	7.77143	2.62857	7.62857	2.65714	
5.69697	1.39394	1.39394	1.39394	1.39394	1.39394	1.39394	3.9697	22.8182	16.5758	8.21212	9.42424	11.1515	8.9697	7.36364	7.81818	66.7273	47.8485	46.6061	58	203.364	54.3636	46.2424	47.2727	7.81818	9.30303	2.81818	2.81818	2.81818	2.81818	2.81818	2.9697	0	0	0	0	0	0	0	0	1.42424	1.42424	1.42424	1.42424	1.42424	1.69697	2.84848	6.21212	70.6061	46.1818	47.9091	49.1515	187.545	58.4242	48.6061	48.1212	8.21212	2.81818	2.81818	2.81818	2.81818	6.63636	5.66667	3.39394	0	0	0	0	0	0	0	0	7.06061	12.4545	11.9394	14.0909	17.697	7.72727	8.36364	9.0303	44.4848	29.7879	28.7879	36.8788	107.848	43.6364	28	30.5758	15.0303	9.63636	9.63636	9.63636	20.3939	20.9697	15.0303	15.1818	9.60606	9.60606	4.15152	4.30303	4.15152	6.36364	4.15152	8.51515	18	12.8182	10.2727	12.9091	28.0303	11.2424	8.57576	9.24242	2.15152	6.48485	1.42424	1.42424	1.78788	1.42424	1.42424	1.42424	5.60606	5.57576	5.57576	10.9091	7.21212	17.3333	10.4848	5.57576	
